symbol baseMean log2FoldChange lfcSE stat pvalue padj gene
575 WDR76 1125.7323124623 -0.34297649083849 0.0890892984810618 -3.84980571949838 0.000118211552271926 0.00394818375452658 ENSG00000092470.12
576 MUCL3 188.102019082462 -0.775597125441999 0.201447417713278 -3.8501219536401 0.000118059026114339 0.00394818375452658 ENSG00000168631.14
577 KLRK1-AS1 329.294775965329 0.54572287064353 0.142001846029703 3.84306884664993 0.000121505365651001 0.0040511615674072 ENSG00000245648.2
578 MASP1 1944.5010526124 0.728836198970402 0.189897662105203 3.83804724550335 0.000124016624489758 0.00412773671614873 ENSG00000127241.18
579 HPX 128.022512816157 -0.979444050592721 0.255681626506632 -3.83071738073176 0.000127770196063112 0.00424532475278438 ENSG00000110169.12
580 UNC5C-AS1 104.780270143314 -0.762591717256055 0.199232563020723 -3.82764597159118 0.000129374659834344 0.0042912236308502 ENSG00000271474.1
581 RPL9 136637.349154927 0.289952673101625 0.0758059414405163 3.82493334416467 0.000130807472670854 0.00432383876158401 ENSG00000163682.17
582 ROBO2 1829.63708443828 -0.347198681540721 0.0907654992466795 -3.82522747544324 0.000130651392452054 0.00432383876158401 ENSG00000185008.19
583 TFAP2B 35.8316777935377 2.2381063305409 0.585360613792863 3.82346587352199 0.000131588811871383 0.00434220508195827 ENSG00000008196.13
584 KLF12 1806.31183854826 -0.351962977464678 0.092176938053152 -3.81834095271993 0.000134352158341287 0.00442579935303028 ENSG00000118922.19
585 DNAH9 120.438301783439 0.758888963194679 0.198822461247164 3.81691765826836 0.000135129241845639 0.00444378864038703 ENSG00000007174.18
586 PDIA4 59103.2057203141 0.258208771856336 0.0677398734722692 3.81176932611248 0.000137975609176926 0.00452424724849722 ENSG00000155660.11
587 ISLR2 62.8196405511792 -1.02928187368033 0.270058253027321 -3.81133278521282 0.000138219540172137 0.00452424724849722 ENSG00000167178.17
588 CTXND1 1149.09051023389 0.759026153139015 0.199155575462447 3.81122221347068 0.000138281390067386 0.00452424724849722 ENSG00000259417.3
589 SEZ6 124.908905903748 -1.01578782514133 0.266613422967324 -3.80996505665741 0.000138986434512618 0.00453959427360569 ENSG00000063015.21
590 ITGA1 1148.46807380958 0.778928015149984 0.204599110210718 3.80709385464952 0.000140609393499116 0.0045848195120949 ENSG00000213949.10
591 NUMBL 754.917655344402 -0.504834277257652 0.13267743336112 -3.80497470043455 0.000141818685472944 0.00460862816069003 ENSG00000105245.9
592 S100A4 1229.02138679356 0.407209856523188 0.107019374924655 3.80501060494771 0.000141798115294349 0.00460862816069003 ENSG00000196154.12
593 KIF5A 281.871015671692 -1.10614885693285 0.290908856182635 -3.80238976374926 0.000143307037415782 0.00464914129140779 ENSG00000155980.13
594 MYB 340.863980094181 -0.516183916868028 0.135784130679789 -3.80150400701323 0.000143820412458325 0.00465794123716035 ENSG00000118513.21
595 PTPRU 10983.0117265467 0.235347718442799 0.0619188142926911 3.80090802983254 0.00014416680855454 0.00466131271087771 ENSG00000060656.20
596 EXPH5 1625.64769988963 -0.331869073794839 0.0874413344442554 -3.79533404772555 0.000147444794893841 0.00475930027544917 ENSG00000110723.12
597 UNC80 81.1073459307128 -1.06019803701128 0.279533654405554 -3.79273844240996 0.000148995069256871 0.00480128499558406 ENSG00000144406.19
598 ONECUT2 13815.656142283 0.56894578614049 0.150034174974819 3.7921079396476 0.000149373958851157 0.00480544518457952 ENSG00000119547.6
599 MAB21L2 17.1687253326197 2.48675310828192 0.655894204227282 3.79139363064139 0.000149804306278468 0.00481124414722065 ENSG00000181541.6
600 ATCAY 345.26769260152 -1.05407780509197 0.278095326608195 -3.79034706533221 0.000150436935489591 0.00482350960824793 ENSG00000167654.18
601 LRRC37A11P 19.8681067519259 -1.73237772578504 0.457181653794891 -3.78925468991424 0.000151099938235143 0.00483670650876487 ENSG00000290925.1
602 USH1C 1251.27113547251 0.634084712101312 0.167393677456282 3.78798483752122 0.000151874115532156 0.00485341234984655 ENSG00000006611.17
603 DGKD 5185.83130407796 -0.264985288026539 0.0700091740868022 -3.78500805762958 0.000153703598361577 0.00488796331316711 ENSG00000077044.11
604 SFRP1 8108.28794822241 0.485752917538065 0.128350725158303 3.78457478085109 0.00015397160660044 0.00488796331316711 ENSG00000104332.12
605 HPN 2713.51548743617 0.296073772068954 0.0782309161855777 3.78461337927596 0.000153947713273301 0.00488796331316711 ENSG00000105707.15
606 DNAJA4 269.033611467561 -0.536066315880793 0.141610323879814 -3.785503070636 0.000153397939925257 0.00488796331316711 ENSG00000140403.13
607 CUX2 1978.9500519535 -0.573787231096927 0.151680224504176 -3.78287435275474 0.000155027682199471 0.00491338146648012 ENSG00000111249.14
608 NTM 179.547409064619 -1.27985368165828 0.338465524286831 -3.78134134740906 0.000155985617941143 0.00493561072031531 ENSG00000182667.15
609 CBFA2T2 2411.01883146027 -0.311722007842616 0.082526939312647 -3.77721517893304 0.000158591706603189 0.00500983128346821 ENSG00000078699.22
610 SOCS2 4530.46619371387 -0.374695667409254 0.0993606788460005 -3.77106589609755 0.000162551737619817 0.00512650873496728 ENSG00000120833.14
611 CA2 8110.75878069514 0.272901285275477 0.0723834894929314 3.77021455013063 0.000163107265649906 0.00513560978162502 ENSG00000104267.10
612 CNGA3 370.595122376123 -0.903281040563218 0.239973812220828 -3.76408172293401 0.000167162213829363 0.00525468410073412 ENSG00000144191.12
613 ELAVL3 168.988014055858 -1.1339116598828 0.301385252748573 -3.76233292618584 0.000168335758613762 0.0052829418013239 ENSG00000196361.10
614 SUSD2 637.463839844966 -0.621956551275326 0.16550301891413 -3.75797707713129 0.00017129256879915 0.00536698117028997 ENSG00000099994.11
615 NEURL1 497.668895597824 -0.899246193775392 0.239394835915034 -3.75633079276009 0.000172422756147984 0.00539360810207304 ENSG00000107954.11
616 MGP 19.3716137356769 2.0588985157976 0.549175370504644 3.74907293075734 0.000177489469253806 0.00554308832711804 ENSG00000111341.10
617 SERPINB8 430.153918516622 0.682741017747651 0.182227346831835 3.74664412130034 0.000179216056153498 0.00558793920304861 ENSG00000166401.15
618 PLK3 690.334593799044 0.441533754191681 0.117883358006739 3.74551388472019 0.0001800248895226 0.00560407576801905 ENSG00000173846.13
619 GDAP1 1700.00095001932 -0.421476938656221 0.112544345379054 -3.7449854742739 0.000180404213188033 0.00560681139468721 ENSG00000104381.14
620 CGA 65.8041392122073 1.08249668898922 0.289390773387514 3.74060539773905 0.000183577543744513 0.00569623352670475 ENSG00000135346.9
621 SCGN 1187.46517869285 -0.467184179527407 0.124928643871164 -3.73960818792849 0.000184307311429186 0.00570048883806217 ENSG00000079689.15
622 XRCC4 1265.96041688435 0.634852798796639 0.169749097623422 3.73994800375918 0.00018405832517717 0.00570048883806217 ENSG00000152422.16
623 TMT1A 1366.96419209833 0.339846513467192 0.0909419175063954 3.73696225883177 0.000186256867663268 0.00575154032119734 ENSG00000185432.12
624 WDR77 8188.46013828001 0.252955672536659 0.0677096840341532 3.73588617558851 0.000187055271625383 0.00576693800565563 ENSG00000116455.14
625 CMBL 7021.13857248477 0.253838664320296 0.0679541680505571 3.73543921737727 0.000187387838593042 0.0057679475821647 ENSG00000164237.9
626 NT5E 2783.81391906932 -0.372342723242056 0.099773811703161 -3.73186828172727 0.000190064882829807 0.00584100353974415 ENSG00000135318.12
627 CHRNB2 330.613477583651 -0.907704528568541 0.243296941038551 -3.73085055937761 0.000190834401595836 0.00585529859314306 ENSG00000160716.6
628 ALDH1A1 12297.0451659265 -0.648440510637781 0.173877371697405 -3.72929786266984 0.000192014067945933 0.00588211248271314 ENSG00000165092.13
629 S100P 324.055334435534 0.521599515153965 0.139988891824511 3.72600645919706 0.000194537420742351 0.00594993783822154 ENSG00000163993.7
630 PHACTR1 135.491829255293 -0.71608541090679 0.192238781439492 -3.72497893268315 0.000195331534187845 0.00596474294397741 ENSG00000112137.19
631 FXR1 19378.3168841415 -0.242807115745224 0.0652085754984481 -3.72354577429778 0.00019644422435679 0.00598921392737864 ENSG00000114416.19
632 SMPD3 114.400908904035 -0.93173908649715 0.250508930950142 -3.71938470601909 0.000199708680798353 0.00607910696392202 ENSG00000103056.12
633 GSDMD 303.394071789995 -0.559437259073152 0.150448099052669 -3.71847343100894 0.00020043036842189 0.00608182875031596 ENSG00000104518.11
634 MYT1L 27.8094816277132 -1.67229869576329 0.449709357054626 -3.71862108166043 0.000200313269845911 0.00608182875031596 ENSG00000186487.21
635 PCDH17 2894.15500428473 -0.616231573199014 0.165908767967728 -3.71427972582426 0.000203783284752852 0.00617383123161474 ENSG00000118946.12
636 ATP10D 1430.37915964089 -0.313061169356238 0.084311716336237 -3.71313956067201 0.000204703928695923 0.00619197198152857 ENSG00000145246.14
637 RPS3AP7 57.1875265201889 1.01625730857841 0.273851494388911 3.71097959807064 0.000206458744958114 0.0062352485643708 ENSG00000229965.1
638 NKX6-1 7957.15427836284 -0.422377779882983 0.113859391711091 -3.70964374159605 0.000207551094775999 0.00625841373244618 ENSG00000163623.10
639 GALNT17 190.594637209641 -1.01315676415617 0.273193140401618 -3.7085732191765 0.000208430392657212 0.00627509216578944 ENSG00000185274.13
640 CDCA7 4008.33289410395 -0.31604542190098 0.0852469781425099 -3.70740909282013 0.000209390544667276 0.00629414890360788 ENSG00000144354.15
641 ADA2 3377.64355559084 -0.303976604508611 0.0820668030045121 -3.7040142101295 0.000212214362541743 0.00636907941743845 ENSG00000093072.19
642 CD63 24820.2871255051 0.230523921817089 0.0623698408329933 3.69608000819433 0.000218953996948913 0.00656111681199875 ENSG00000135404.12
643 RETSAT 3384.14639589998 0.248545003047469 0.0672824121633186 3.694056069871 0.000220705102720381 0.0066033044574412 ENSG00000042445.14
644 CDH17 11285.1483092933 0.682511066994619 0.184839168886847 3.69245907728806 0.000222096087181695 0.00662431709333559 ENSG00000079112.10
645 PCSK2 1835.0487264736 -0.764537583412798 0.207039199788606 -3.6927189836196 0.000221869148832581 0.00662431709333559 ENSG00000125851.10
646 NPTX1 94.0512946829635 -0.81588548875734 0.221015946388305 -3.69152317780683 0.000222915078286891 0.0066384524397573 ENSG00000171246.7
647 PDE5A 8505.55367749245 -0.246617433701144 0.0668223680532145 -3.69064193452032 0.000223688831404007 0.00665119897766658 ENSG00000138735.16
648 FMNL3 437.484290956816 -0.604726951577994 0.163882172843636 -3.69001057946053 0.000224244725939834 0.00665743832967674 ENSG00000161791.14
649 KCNT2 474.045099743576 -0.391993383539666 0.106255249827043 -3.68916720988122 0.000224989317975939 0.00666925192483993 ENSG00000162687.19
650 APELA 173.942134764342 -1.02739690722142 0.27859631112738 -3.68776206355322 0.000226235046751505 0.00669586127600839 ENSG00000248329.6
651 LRP1 25535.0343394097 0.242661087714504 0.0659030356560619 3.68209271847379 0.000231327244108851 0.00681749752535383 ENSG00000123384.14
652 RUNX1 1044.94622370646 -0.54189897686062 0.14716565327525 -3.68223810923519 0.000231195321178151 0.00681749752535383 ENSG00000159216.19
653 ZFPM2 571.942689460211 -0.835632236109989 0.226950398606866 -3.68200382656084 0.000231407936586758 0.00681749752535383 ENSG00000169946.14
654 FOLR1 1428.83213813725 0.317079821954684 0.086222328645282 3.67746762279117 0.000235560964412195 0.00692923827731163 ENSG00000110195.14
655 LINC00278 137.590822439877 1.03046252999772 0.280424423061958 3.6746532942676 0.000238172612586927 0.0069953659861791 ENSG00000231535.8
656 SERPINF2 1359.68795494971 0.302264447381453 0.0823249003362856 3.6716041701447 0.000241032796134743 0.00706858068908566 ENSG00000167711.14
657 EMX2OS 13.8305240125939 2.07890009723293 0.566877127872533 3.66728519288643 0.000245139333188987 0.00717806771977127 ENSG00000229847.9
658 HS6ST3 874.733542393736 0.558106173034639 0.152268852379291 3.66526813799342 0.000247079574234176 0.00722388578893173 ENSG00000185352.10
659 LMNA 6055.36075567181 0.30730466135673 0.0838613686865319 3.66443651194645 0.000247883716241528 0.00723639898794311 ENSG00000160789.24
660 LINC02532 125.125800713863 0.91573033967671 0.250002851857295 3.6628795746675 0.000249395803006956 0.00726950978522396 ENSG00000235142.12
661 PPEF1 382.523268762755 -0.485688164795736 0.132656653297068 -3.66124240831025 0.000250995136340915 0.00730505965646977 ENSG00000086717.19
662 PRPH 82.1877448329198 -1.25160748317371 0.342006649404963 -3.65959985091317 0.000252609399029436 0.00734093597964999 ENSG00000135406.15
663 RAP1GAP2 3787.00518149853 -0.344721532856498 0.0942261424293034 -3.65844896086177 0.000253746259408273 0.00736285149094473 ENSG00000132359.17
664 NDUFA4 16082.135322873 0.235205271241646 0.0643584996974004 3.65461084934438 0.000257572361288031 0.00746261609406497 ENSG00000189043.10
665 COL24A1 750.864434215913 0.758603744269174 0.207709524176363 3.65223379754631 0.0002599690317727 0.00752072817029054 ENSG00000171502.15
666 FAM162A 3740.74116648512 0.294305212992758 0.08064006394866 3.64961532247952 0.000262633313471545 0.00757693985247323 ENSG00000114023.16
667 MAP6 1011.86281233583 -0.727770641458974 0.199413786173573 -3.64955029150046 0.000262699806715856 0.00757693985247323 ENSG00000171533.12
668 ARHGAP33 259.205571407891 -0.701704956248539 0.19232654143695 -3.64850816224227 0.000263767524350084 0.00759634675665705 ENSG00000004777.19
669 GLDC 9888.42576740367 0.321010193584254 0.0880181810391708 3.64708961028625 0.000265227446632226 0.00762697401840173 ENSG00000178445.10
670 SLC35B2 7002.65720343539 0.230012989650537 0.0631398455897671 3.6429134012297 0.000269569549562088 0.0077402671559335 ENSG00000157593.20
671 S100A16 9385.02220085262 0.248952025963562 0.0683759545822766 3.6409294390764 0.000271655586481444 0.00778853975071537 ENSG00000188643.11
672 FOXD2-AS1 461.77289218598 0.428778215416067 0.117802718445565 3.63979898829075 0.000272850955874474 0.0078111706683231 ENSG00000237424.1
673 TYK2 2729.0846645561 -0.288091493334163 0.0791660613233056 -3.63907826811831 0.000273615636587973 0.00782142290739886 ENSG00000105397.15
674 PDZRN3 1093.1556521526 -0.430523882295801 0.118363272381679 -3.63730972989254 0.000275500567328967 0.00786362005085264 ENSG00000121440.15
675 CXCL6 513.397877082121 -0.715945098516416 0.196882825852896 -3.63640198384466 0.000276472774325157 0.00787967886291461 ENSG00000124875.10
676 IFITM1 488.631563031817 0.625686188893226 0.172171276931493 3.63409158626492 0.000278961763492512 0.0079388556302795 ENSG00000185885.17
677 PRDX4 13905.2665644748 0.277863726439858 0.0766233708517007 3.62635738093074 0.000287447461183598 0.00814420362039774 ENSG00000123131.13
678 CTHRC1 503.883654658597 -0.38538952906658 0.106271005003103 -3.62647863408583 0.00028731258048117 0.00814420362039774 ENSG00000164932.13
679 ENSG00000267002 1725.1038759455 0.443896509325834 0.122395688913161 3.62673320659827 0.000287029589670783 0.00814420362039774 ENSG00000267002.4
680 VWA5B2 832.897053237289 -0.725532883444808 0.200182742637578 -3.62435279827469 0.000289685952420855 0.00818879278558566 ENSG00000145198.15
681 VLDLR 2310.9941206199 -0.394895381256177 0.108972518375704 -3.62380705835116 0.000290298195226605 0.00818879278558566 ENSG00000147852.17
682 ZMAT3 9207.33670784397 0.448386633830118 0.123724948464981 3.62405997652953 0.000290014306339212 0.00818879278558566 ENSG00000172667.11
683 ENSG00000260838 151.338723795362 -0.749254707995373 0.206785877900926 -3.62333596278925 0.000290827672242735 0.00819171706970094 ENSG00000260838.3
684 BMPR1B 1038.97820930004 -0.420111406880801 0.116030190696315 -3.62070771718677 0.000293798269003129 0.00826329108052952 ENSG00000138696.11
685 TRIM36 253.233529527706 -0.518438053704473 0.14330763548464 -3.61765827725236 0.000297280536900057 0.00834902623194641 ENSG00000152503.10
686 TRPC3 108.728785407621 0.884935728003722 0.24471773208557 3.61614877868469 0.000299018557760602 0.00838559623061 ENSG00000138741.11
687 HEPACAM2 1816.56776983146 -0.508272924025045 0.140625730529236 -3.61436646133103 0.000301082950470815 0.00843119912832248 ENSG00000188175.10
688 MMP16 4967.74646266382 0.685777468718034 0.189943004727454 3.61043814012547 0.000305680202055188 0.00854749378944433 ENSG00000156103.16
689 EGLN3 1215.78188329335 -0.776420777152788 0.215092992844238 -3.60969814444417 0.000306553531237506 0.00855653686456119 ENSG00000129521.15
690 ZNF562 678.283726416779 0.496643999870515 0.137597789482375 3.60938937855633 0.000306918621360799 0.00855653686456119 ENSG00000171466.10
691 RPL15P3 710.820252786271 0.463186332105478 0.128340763654132 3.60903518817863 0.000307337923558155 0.00855653686456119 ENSG00000212802.4
692 ANO1 1666.73211003039 -0.564745781813883 0.156509995447289 -3.60836878309208 0.000308128290137194 0.00856614457465222 ENSG00000131620.18
693 CAPN8 59.8833304126018 1.27853317026318 0.354392530808482 3.60767527280114 0.000308952824459274 0.00857483634517487 ENSG00000203697.12
694 PVT1 445.940899901799 0.44882854601628 0.124420342825878 3.6073566092355 0.000309332385047893 0.00857483634517487 ENSG00000249859.14
695 TP63 23.686595594921 2.24461623843443 0.622458134750468 3.60605173765502 0.000310891178215045 0.0085880806552031 ENSG00000073282.14
696 LHFPL4 87.5641124300131 -1.24606270485438 0.34556830834815 -3.60583616828372 0.000311149403091619 0.0085880806552031 ENSG00000156959.9
697 UGT2B7 492.880352209001 0.547355460625202 0.151778556527932 3.60627662527857 0.000310622005099094 0.0085880806552031 ENSG00000171234.14
698 SLITRK3 74.1854201090563 1.00843267029138 0.279720165843206 3.60514826398555 0.00031197476901327 0.00859852522389296 ENSG00000121871.4
699 GMPR 107.27759492208 -0.764519675539587 0.212142703719686 -3.60379905664718 0.000313599540065975 0.00863094127580719 ENSG00000137198.10
700 CACNA1C 197.984124326619 -0.555689004385168 0.154217542054282 -3.60328012613231 0.000314226564342838 0.00863584377832503 ENSG00000151067.23
701 RASGEF1A 464.321749697439 -0.49026239752703 0.136076445469464 -3.60284541410251 0.000314752730562291 0.00863796438025299 ENSG00000198915.12
702 PLA2G7 371.23778249031 0.607608133672936 0.16873042128548 3.60105859419923 0.0003169241343141 0.00868174759211716 ENSG00000146070.17
703 FRMPD4 89.2504772686272 -1.1704977958304 0.325066863318931 -3.60079087692797 0.000317250678722235 0.00868174759211716 ENSG00000169933.17
704 DNAJC12 670.925421051908 -0.56520776301766 0.157072366370657 -3.59839083142029 0.000320192201315385 0.00874979768310422 ENSG00000108176.15
705 GALNT14 458.625846375497 -0.688450619759745 0.191368373991039 -3.59751512437464 0.000321271819910057 0.00875615416949262 ENSG00000158089.15
706 FAM86GP 75.7600792600916 -0.916253494229589 0.254694286416413 -3.59746387373432 0.000321335109869102 0.00875615416949262 ENSG00000166492.9
707 RUNX1T1 274.756683022539 -0.539204773517425 0.149979009803482 -3.59520158336787 0.000324140491716026 0.00880764799383179 ENSG00000079102.18
708 RPS27P8 92.2103068809125 0.816929745811185 0.227208576807528 3.59550575638358 0.000323761968791928 0.00880764799383179 ENSG00000236439.4
709 ARMCX4 936.583463583241 -0.31892878365661 0.0887699495049307 -3.59275616844746 0.000327198731833457 0.00887820762060938 ENSG00000196440.12
710 CLDN1 4372.11904066715 0.395273990054466 0.110081472200848 3.59074040482736 0.000329739931185142 0.00893455886780248 ENSG00000163347.6
711 DLX5 90.7721563593659 -1.14445234160449 0.318798070747689 -3.58989732566562 0.000330808238108649 0.00895089857205935 ENSG00000105880.7
712 KAT2B 241.97005345164 -0.483734468952392 0.13495291653073 -3.5844684308267 0.000337765413684876 0.00912630762425511 ENSG00000114166.8
713 SLC2A8 1879.84514839553 0.302239534292311 0.0843716448612971 3.58224063059548 0.000340659779959698 0.00919160287077794 ENSG00000136856.18
714 KRR1 5519.32642331917 -0.226608914875136 0.0632813709796391 -3.58097353718913 0.000342316327575173 0.00922336345923133 ENSG00000111615.14
715 PDGFA 6218.99044957707 0.242240960212948 0.0676982660182555 3.57824467982127 0.000345909551691443 0.00930714399362234 ENSG00000197461.13
716 PELI2 3013.42497602303 -0.3292101383206 0.0920220997590698 -3.57751169754364 0.000346880700342951 0.00932023870558337 ENSG00000139946.11
717 NEGR1 306.273810104286 -0.48788160847756 0.13646603754341 -3.57511375914586 0.000350075644958317 0.0093929640972219 ENSG00000172260.15
718 CACNA1G 153.092020547159 0.712464189220328 0.1994217066741 3.57265114767398 0.000353385390684401 0.00946856287741853 ENSG00000006283.18
719 SERPINE1 308.435163057901 0.625251886319663 0.175113877121289 3.57054447424859 0.000356239959393033 0.00949250193184074 ENSG00000106366.9
720 INPP4B 1609.16203562348 0.775948263171185 0.217335060793547 3.57028571615641 0.000356592063046137 0.00949250193184074 ENSG00000109452.13
721 BCL11A 405.994158954441 -0.661375610885316 0.185250313776391 -3.57017268906566 0.000356745966146213 0.00949250193184074 ENSG00000119866.22
722 ST14 14069.8775815611 0.279597058064135 0.0782898762809253 3.57130540174652 0.000355206414480751 0.00949250193184074 ENSG00000149418.11
723 HLA-DOA 489.90977079148 0.538900954325934 0.150943954399618 3.570205620155 0.000356701119186286 0.00949250193184074 ENSG00000204252.14
724 LDB2 92.0659180595629 -0.932887623196424 0.261338533818376 -3.56965201253008 0.000357455746782098 0.00949825090689778 ENSG00000169744.13
725 BNC2 50.8648064440212 1.31499377308734 0.368531043309395 3.56820353932397 0.000359437243065278 0.00953772921667561 ENSG00000173068.19
726 HLA-DRB1 1260.2803767443 0.573817669703936 0.16089782627117 3.56634817885514 0.000361990362912197 0.0095922460078579 ENSG00000196126.12
727 SDHAF4 1021.26475195707 0.329160485956266 0.0923284283410195 3.56510439818704 0.00036371138502516 0.00961137311142036 ENSG00000154079.6
728 SLC35F1 924.071275388314 -0.364789845225811 0.102320516032086 -3.5651681536811 0.000363622980694578 0.00961137311142036 ENSG00000196376.11
729 MPV17L 3983.98340638796 0.569049261276448 0.159780174738136 3.56145098857892 0.000368810960735272 0.00973276442061065 ENSG00000156968.9
730 GRASLND 213.71062464485 -0.563303035970901 0.158448832547696 -3.55511004349834 0.000377820925590309 0.00995687529658406 ENSG00000228203.8
