symbol baseMean log2FoldChange lfcSE stat pvalue padj gene
189 CA4 2982.75051967112 0.918146238985352 0.17298868013952 5.30755098105172 1.11107935197834e-07 1.13094944832589e-05 ENSG00000167434.10
190 ENSG00000251095 873.616073036234 1.27058971737328 0.23956557304186 5.30372415886011 1.13463723727914e-07 1.1488500616198e-05 ENSG00000251095.8
191 SPOCK2 58941.8658785162 0.347268283368721 0.0656863691390199 5.28676326489832 1.24499591117306e-07 1.24154919856272e-05 ENSG00000107742.14
192 SPRY2 6794.03772367855 0.351624363937828 0.0664902631043099 5.28835873887579 1.23418747085403e-07 1.24154919856272e-05 ENSG00000136158.12
193 SYNPO2 214.452537515549 1.47131702870558 0.278306335217559 5.28668176940855 1.24555044870883e-07 1.24154919856272e-05 ENSG00000172403.11
194 PCDH15 319.531453665655 0.891041546509115 0.168629333733243 5.28402459277141 1.26376274966297e-07 1.25320967927919e-05 ENSG00000150275.20
195 COL2A1 152110.170943628 0.507391876569478 0.0963901199283894 5.26394071245509 1.40999936003232e-07 1.39105475324624e-05 ENSG00000139219.19
196 TP53TG1 1036.66548917336 0.466292961170191 0.0889316145032674 5.24327556375421 1.57750666659763e-07 1.54837108428598e-05 ENSG00000182165.20
197 RYR2 188.894847644308 -0.815130914005553 0.155853511028963 -5.23010940609526 1.69409751344888e-07 1.64707374959439e-05 ENSG00000198626.18
198 PEG10 40764.4891715319 -0.348586199161822 0.0666514050840484 -5.22999025635319 1.69518974123968e-07 1.64707374959439e-05 ENSG00000242265.6
199 FABP1 763.240820141665 0.976714821700261 0.187158490858197 5.21865087296669 1.80231131612302e-07 1.74235503012938e-05 ENSG00000163586.10
200 LAMA4 37.3751993619888 2.16440570014003 0.415000875903915 5.21542441428763 1.83396833641651e-07 1.76409414279904e-05 ENSG00000112769.20
201 REN 18.1175318287789 3.15023844527417 0.604341479805041 5.21267950412808 1.86132313455636e-07 1.78132131723148e-05 ENSG00000143839.15
202 ZNF578 684.072820978725 0.538173443491144 0.103261014083123 5.2117776323398 1.87039664248237e-07 1.78132131723148e-05 ENSG00000258405.11
203 SESN1 4253.47610696996 0.461448541012273 0.0887045920679495 5.20208176662144 1.97068480941355e-07 1.8675878996797e-05 ENSG00000080546.14
204 RPL22L1 3968.97598980871 -0.416870381096639 0.080191442604603 -5.19843972819003 2.00968265115783e-07 1.89520955112619e-05 ENSG00000163584.18
205 CTNNA2 507.778785767394 -1.13532092792109 0.219075569674905 -5.18232557653891 2.19136262732904e-07 2.03659102534087e-05 ENSG00000066032.19
206 KRT7 1201.03181406324 -0.567776366154824 0.109541556034343 -5.18320523013949 2.18104814009709e-07 2.03659102534087e-05 ENSG00000135480.17
207 PLXNC1 504.629044418064 -0.93378197249267 0.180169051509391 -5.18281005905167 2.18567595063601e-07 2.03659102534087e-05 ENSG00000136040.9
208 GAS6 6452.93137289088 0.377254325591236 0.0728283644535847 5.18004665382359 2.21830413002881e-07 2.0517180218026e-05 ENSG00000183087.15
209 KDR 342.18041430996 1.15063196280201 0.222299195244581 5.17605095932103 2.26631580235327e-07 2.08609489979293e-05 ENSG00000128052.10
210 FLJ12825 74.5525723194525 -1.32288254020585 0.255854029347156 -5.17045810684067 2.33520821722044e-07 2.13927312775651e-05 ENSG00000248265.2
211 LMX1B 1132.7140028619 -0.814411864553529 0.157638777262657 -5.16631680792955 2.38751979413999e-07 2.17682965875191e-05 ENSG00000136944.19
212 FAS 928.087838182989 0.746186481677247 0.144533328350117 5.16272952539838 2.43374675770487e-07 2.20851038324181e-05 ENSG00000026103.25
213 CALCRL-AS1 31.7421612331 1.99552398615099 0.386951386406666 5.15704053855954 2.5088350201231e-07 2.26596094446611e-05 ENSG00000224063.6
214 RHOU 7886.8170973952 -0.380835832901386 0.0741805353877331 -5.13390515329663 2.83791152141598e-07 2.53466953153903e-05 ENSG00000116574.6
215 SERPINI1 782.642589687836 -0.541270594896029 0.105459252811816 -5.13250929116563 2.85904609805578e-07 2.53466953153903e-05 ENSG00000163536.13
216 TSPEAR-AS2 54.2492570021954 -1.56767402407509 0.305403907490478 -5.13311711351948 2.8498245181199e-07 2.53466953153903e-05 ENSG00000182912.6
217 CLDN4 24808.8072337664 0.499975452007528 0.0973975154785195 5.13334913679389 2.84631195640361e-07 2.53466953153903e-05 ENSG00000189143.10
218 SLC9A2 401.647060374903 -0.704236927135596 0.137781652818686 -5.11125329627405 3.20028548957977e-07 2.82417854351081e-05 ENSG00000115616.3
219 SRRM4 241.845487383129 -0.943557326913034 0.18469652148829 -5.10869029535491 3.24399580393033e-07 2.84967996694118e-05 ENSG00000139767.10
220 NEXMIF 139.858156689919 -1.14888431271618 0.225247718322615 -5.10053696113661 3.38691229844411e-07 2.96170085443036e-05 ENSG00000050030.16
221 SULF2 16580.0631130074 0.326121886981434 0.0641866133535734 5.08083960100814 3.75770311737053e-07 3.27107206208029e-05 ENSG00000196562.16
222 SLC10A2 126.466622220243 -1.26921626149561 0.249852415794538 -5.07986387667881 3.77705410010266e-07 3.27310661161149e-05 ENSG00000125255.7
223 GDF15 10143.0368453741 0.43035844094413 0.0847353413342308 5.07885416129523 3.79718044850937e-07 3.2757918147275e-05 ENSG00000130513.7
224 PPP4R4 119.091417240442 -1.08641145733285 0.214071639260896 -5.07499013453531 3.87516106622279e-07 3.31334882631084e-05 ENSG00000119698.12
225 CH25H 104.157909572862 -1.42454253808236 0.280687665796559 -5.07518751862387 3.87114044155974e-07 3.31334882631084e-05 ENSG00000138135.7
226 ID2 15811.1927408343 0.416494664175222 0.0822581912475646 5.06326066569757 4.12145707049454e-07 3.5083447399192e-05 ENSG00000115738.10
227 ST6GALNAC5 953.428425964161 -1.04433913085724 0.206354028501578 -5.06090982783629 4.17260531888028e-07 3.53623705394796e-05 ENSG00000117069.15
228 NID2 633.881543342907 0.858378993878221 0.169677610310426 5.05888191322246 4.21721912587102e-07 3.55837112032924e-05 ENSG00000087303.19
229 TM4SF4 21820.6467233332 0.385224600825114 0.0762372244394315 5.05297252959629 4.34986480885364e-07 3.65426634029372e-05 ENSG00000169903.7
230 ENSG00000233251 245.314035960306 -0.688310676664628 0.136292933332577 -5.05023011710399 4.41278153351798e-07 3.69100396268778e-05 ENSG00000233251.8
231 SMIM32 347.511872554101 0.650676171187443 0.129065041952056 5.04145941725376 4.61994840160857e-07 3.84755702814484e-05 ENSG00000271824.2
232 QSOX1 24127.0328574296 0.290667725187938 0.0578758529810532 5.02226248454763 5.10663281453218e-07 4.2169508989791e-05 ENSG00000116260.17
233 NIBAN1 481.426971039137 -0.635403225376969 0.126517994362886 -5.02223599557285 5.10733735035935e-07 4.2169508989791e-05 ENSG00000135842.17
234 KCNN3 165.797142930303 -0.856236746180497 0.170558302632304 -5.02019973795356 5.16177781275316e-07 4.24368724622843e-05 ENSG00000143603.19
235 NPHS1 20.7357779263191 -2.77265100570128 0.554577883815397 -4.9995700993807 5.74582801821001e-07 4.70375486869464e-05 ENSG00000161270.20
236 SLC1A3 15142.8105874448 0.530516002501744 0.106313114309611 4.99012756748659 6.03394309869913e-07 4.91868632765991e-05 ENSG00000079215.15
237 ITGA8 208.872536989764 1.46692112022479 0.29412945701562 4.98733154818592 6.12189565235195e-07 4.96932609957582e-05 ENSG00000077943.8
238 TFF3 223.869390182029 0.851921210354347 0.171303682577278 4.97316343430056 6.58690838005051e-07 5.32432535358873e-05 ENSG00000160180.17
239 TNFRSF10C 1858.302137971 0.444426417807929 0.0893940233767523 4.9715450879181 6.64214125378205e-07 5.34650683850457e-05 ENSG00000173535.15
240 PGF 688.825928979406 0.598079891122441 0.120510720576903 4.96287706404328 6.94565482032355e-07 5.56752114305769e-05 ENSG00000119630.14
241 TTBK1 160.725317009037 -0.889352789105641 0.17925951371395 -4.96125851665988 7.00379038288104e-07 5.59082653053384e-05 ENSG00000146216.14
242 PKIB 2750.37322789719 -0.483804676933654 0.097827947714484 -4.94546485167678 7.59623762163072e-07 6.03869501507983e-05 ENSG00000135549.16
243 MMP11 11864.6975131123 0.406212362424658 0.0821517319614959 4.94465975002265 7.62769701519347e-07 6.03875041885976e-05 ENSG00000099953.10
244 UGT2B15 132.731403793784 1.16068487938997 0.234909096114746 4.94099589410114 7.77245453829813e-07 6.12813444294178e-05 ENSG00000196620.10
245 CTNNBIP1 11016.363810733 0.430838103635911 0.0873683841502745 4.93128158230402 8.16918756941255e-07 6.41464614123913e-05 ENSG00000178585.15
246 FOSL1 994.527311548173 0.652966889132775 0.132438792774565 4.93032951639966 8.20910297988491e-07 6.41978549296853e-05 ENSG00000175592.9
247 SLC10A7 1047.22011554589 -0.472929641193785 0.0964902277847916 -4.90132163692877 9.51940543819107e-07 7.41434501295222e-05 ENSG00000120519.16
248 LGALS14 95.1152725740973 1.82498279363539 0.374077671894424 4.87861995182235 1.06830686002873e-06 8.28713200533579e-05 ENSG00000006659.13
249 NOL4 465.276910097224 -0.915758499329103 0.188221299230968 -4.86532875434766 1.14266710630485e-06 8.79305191643707e-05 ENSG00000101746.16
250 ARHGEF28 1579.03318711097 -0.41925418679103 0.0861698359072759 -4.86544023644392 1.14202316983017e-06 8.79305191643707e-05 ENSG00000214944.10
251 IGSF10 718.91690405918 -1.02601339759567 0.210934254773248 -4.86413834821957 1.14956488074114e-06 8.81088811780797e-05 ENSG00000152580.9
252 GLP1R 2709.75096994195 0.904586700248518 0.186330435338731 4.85474473670425 1.20541915916324e-06 9.17597608378221e-05 ENSG00000112164.6
253 HAND1 50.9286738711546 1.92922194133422 0.397470704655872 4.85374624780091 1.21150739436567e-06 9.17597608378221e-05 ENSG00000113196.3
254 ISCU 4467.72147674042 0.322386811570242 0.066409869872194 4.8545014798354 1.20689968775233e-06 9.17597608378221e-05 ENSG00000136003.16
255 SLC28A2 58.5599871262919 -1.73428255307305 0.35755744183948 -4.85036066974556 1.23237177124854e-06 9.29739926873704e-05 ENSG00000137860.12
256 NKX2-2 497.433117643881 -0.945436672398158 0.195124355901966 -4.84530323253526 1.26418447653748e-06 9.5001488123547e-05 ENSG00000125820.6
257 KIF19 345.304777087295 -0.76468444927579 0.157949361985871 -4.84132661038664 1.28975184939607e-06 9.65457045863099e-05 ENSG00000196169.15
258 TFF2 295.090305155764 1.36470587121215 0.282077938822202 4.83804538883964 1.31122202417719e-06 9.77724391516308e-05 ENSG00000160181.9
259 TMEM169 500.756768092074 -0.7138498558359 0.147815690119345 -4.82932397270915 1.36997359630119e-06 0.000101758888207113 ENSG00000163449.11
260 MARCHF4 157.699531746399 -0.910638298521103 0.188985855288235 -4.81855267491966 1.44603351018107e-06 0.000106585412524381 ENSG00000144583.5
261 ENSG00000288765 215.861779459768 -0.72542985490888 0.150543405134059 -4.81874217115577 1.44466098584161e-06 0.000106585412524381 ENSG00000288765.1
262 BAX 11770.6536924925 0.399078361261027 0.0829330516311207 4.8120544633531 1.49386628193058e-06 0.000109690837907559 ENSG00000087088.21
263 DIO3 746.560550341761 -0.819586414861983 0.17053340414943 -4.80601685605137 1.53966923725882e-06 0.000112624170290438 ENSG00000197406.8
264 PRICKLE2 1477.43963301286 -0.43912246620045 0.0914375647810393 -4.80242958407733 1.56751950801699e-06 0.000114227046572844 ENSG00000163637.13
265 TAFA2 829.091170724582 0.511383770549264 0.106570064429761 4.79856865326672 1.59803532993485e-06 0.00011601133463127 ENSG00000198673.11
266 UCN3 53.4985511263028 -2.25129675250677 0.469655798622454 -4.79350358094172 1.63893532420697e-06 0.000118533224688322 ENSG00000178473.7
267 FRMPD2 390.492362124046 0.795008840977597 0.166043006237794 4.78796944834309 1.68477288605235e-06 0.000121391987947098 ENSG00000170324.21
268 ADCY8 2339.65137467407 0.474560384062141 0.0991577662254872 4.78591241136856 1.70212280650647e-06 0.000122184472207357 ENSG00000155897.10
269 MTUS2 832.495488545583 -0.53618459076774 0.112594581428157 -4.76208165585537 1.91606116491991e-06 0.000137030426359588 ENSG00000132938.22
270 GNAO1 951.095129611356 -0.834771381597226 0.175336633574958 -4.76096389315217 1.92670520233777e-06 0.000137281313639163 ENSG00000087258.16
271 ATP11B 7311.87540098113 -0.350253949854707 0.0736037667994006 -4.75864164410618 1.94900101762869e-06 0.000138357496594615 ENSG00000058063.16
272 ENSG00000286050 107.67941139383 1.15025314579878 0.241771885666852 4.75759678436625 1.95911332888164e-06 0.00013856405228318 ENSG00000286050.1
273 SEZ6L 1917.77500462638 -0.869040958246218 0.182786050795457 -4.75441618473776 1.9902068420936e-06 0.000140247616220501 ENSG00000100095.19
274 STOM 8871.57809422117 0.586301785585574 0.123434771029485 4.74989162855516 2.03525687570172e-06 0.000142898802097627 ENSG00000148175.13
275 INKA2 2759.14494355358 0.338053281131931 0.0712351869552574 4.74559407479707 2.07895261753622e-06 0.000145435965295134 ENSG00000197852.12
276 APOE 84963.2610490158 0.46482546419682 0.0981079719182255 4.73789698337929 2.15947534131408e-06 0.000150521690638406 ENSG00000130203.10
277 GREM2 126.570610612162 -1.09467256659809 0.231449048680439 -4.72964815729054 2.24909273478271e-06 0.000156202332244584 ENSG00000180875.5
278 GPRC5A 12493.1569151102 0.29530925841242 0.0624621964727246 4.72780777956428 2.26956884715813e-06 0.000157057429790029 ENSG00000013588.10
279 ADAMTS18 397.164030030134 1.34653349041382 0.284997238593781 4.72472469227356 2.30427312124603e-06 0.000158320022523326 ENSG00000140873.16
280 PLN 62.5494243809017 1.84837448416929 0.391173629956063 4.72520216758195 2.29886535091084e-06 0.000158320022523326 ENSG00000198523.6
281 TP53I3 4006.21834068076 0.440347908535556 0.0932722696848466 4.72110210273029 2.34570143228802e-06 0.000160592897346466 ENSG00000115129.14
282 AGA-DT 222.032554057408 -0.68862225683271 0.145913559114751 -4.71938496333405 2.36558775269828e-06 0.000161380060944714 ENSG00000250131.2
283 THBS1 33962.4705504211 -0.666853399711879 0.141453668312617 -4.7142884851746 2.42556813841667e-06 0.000164887207939434 ENSG00000137801.11
284 PHOX2B 20.7293872681876 -2.47992456743151 0.526578936073332 -4.70950202817485 2.48322743317945e-06 0.000167622208278969 ENSG00000109132.7
285 CCDC152 313.441193325894 -0.645562689553449 0.137060165067186 -4.71006794160067 2.47634227562492e-06 0.000167622208278969 ENSG00000198865.10
286 OTULINL 2020.64804770881 -0.417320703287804 0.0887805056636735 -4.70058939367541 2.59411662939521e-06 0.000173887162774582 ENSG00000145569.6
287 CPNE4 92.5790668730878 -1.12550259070272 0.23941967393407 -4.70096117085456 2.58939754585894e-06 0.000173887162774582 ENSG00000196353.13
288 LRP10 11743.1546137908 0.323981894274993 0.0689401319213121 4.69946728046277 2.6084100714101e-06 0.000174238169978429 ENSG00000197324.9
289 LINC02035 807.844864402747 0.479060970040362 0.102016736629147 4.69590565106835 2.65428044305978e-06 0.000176688744510672 ENSG00000273033.2
290 ARSJ 1103.1405169019 0.816256697462818 0.173911420061885 4.69351982274863 2.68543955505595e-06 0.000178146504000574 ENSG00000180801.14
291 MMRN1 208.990200217518 -0.883800947398099 0.18846893786289 -4.68937193268982 2.74044883185931e-06 0.000179934316134162 ENSG00000138722.10
292 SSTR2 1863.29064801447 -0.754834777842785 0.160941788908523 -4.69011052357459 2.7305751563987e-06 0.000179934316134162 ENSG00000180616.9
293 TINCR 881.237424989372 0.464434727443176 0.0990317444254811 4.68975609929451 2.73530892452858e-06 0.000179934316134162 ENSG00000223573.7
294 FAM135B 315.51974971266 -0.701010318886137 0.149754279296637 -4.68107036525854 2.85380956953917e-06 0.000186740096934676 ENSG00000147724.12
295 SLITRK6 2241.85070851103 -0.906628648797248 0.194054275780285 -4.67203644522506 2.9822802463334e-06 0.000194485109759193 ENSG00000184564.11
296 FREM1 246.271342760612 0.872425082450426 0.186946499184096 4.66670992106305 3.06060938963073e-06 0.000198918930532824 ENSG00000164946.20
297 PAX6 481.509084491297 -1.25019489263191 0.268305886088751 -4.65958802043709 3.16842888794811e-06 0.00020454441257163 ENSG00000007372.25
298 PTPRT 439.033286600002 -1.06118318775179 0.227734497076432 -4.65973842950827 3.16611462331459e-06 0.00020454441257163 ENSG00000196090.14
299 FOXD2 213.475295713243 1.0011118278182 0.214937540633489 4.65768718143702 3.19781627414583e-06 0.000205751135391363 ENSG00000186564.6
300 AP1S1 5123.15711279182 0.332187044091511 0.0713916754852286 4.65302210424019 3.27105167392623e-06 0.00020976164034331 ENSG00000106367.15
301 LRATD1 5072.82582410095 0.520679076562121 0.111977786757818 4.64984254143393 3.32188541232651e-06 0.000212313726120722 ENSG00000162981.14
302 DYNC1I1 131.501007297695 -1.24629963650099 0.268172495259996 -4.64738054248511 3.36176654621713e-06 0.000214151208000414 ENSG00000158560.14
303 SAMD3 57.5180326542733 -1.31384967775914 0.282933999276703 -4.64366135253411 3.42288442995992e-06 0.000217324919681746 ENSG00000164483.17
304 ITLN1 186.939942924617 0.793956431516641 0.171027934879428 4.64226169880593 3.44615989697151e-06 0.000218082974006375 ENSG00000179914.5
305 TRANK1 3475.02080891914 -0.521160214495624 0.112408123696702 -4.63632162299775 3.5466397978197e-06 0.000222974694217174 ENSG00000168016.15
306 CA8 353.495883697831 -0.591850523010804 0.127637681739682 -4.63695763620877 3.53574843493091e-06 0.000222974694217174 ENSG00000178538.10
307 KCNK3 188.03804398132 -1.07000959506062 0.230963985741694 -4.63279844961328 3.60755717935948e-06 0.000226065749239471 ENSG00000171303.8
308 TNFRSF10B 27860.6966111552 0.375432722357864 0.0811427885380545 4.62681563108708 3.7133079229388e-06 0.000231937070849015 ENSG00000120889.13
309 OIT3 91.2864008623002 1.23652557715622 0.267411939299597 4.62404775342086 3.76323170016359e-06 0.000234294664879441 ENSG00000138315.13
310 NBEA 1613.4064771013 -0.517374818935045 0.111912486924484 -4.62303030835299 3.78174442174317e-06 0.000234687739308049 ENSG00000172915.20
311 TMTC1 750.347709100674 -0.568183090052415 0.122922657762186 -4.62228120019709 3.79543043888206e-06 0.000234779713129302 ENSG00000133687.16
312 COL9A2 1326.00922568758 0.408933536202048 0.088794888092126 4.60537250497769 4.11728177630065e-06 0.000253872650039974 ENSG00000049089.15
313 MTSS1 1373.17032022231 -0.354568761115532 0.0770403996268016 -4.60237437543329 4.17701510005679e-06 0.00025673296004758 ENSG00000170873.19
314 SYT7 3130.50326352571 -0.509348844171059 0.110699234368508 -4.60119572711298 4.20072460060395e-06 0.000257367961358021 ENSG00000011347.10
315 IGFBP6 2355.60167799372 0.651834661237494 0.141816706343198 4.59631786723384 4.30022520465148e-06 0.000262627722181223 ENSG00000167779.9
316 IKBIP 3034.56223040711 0.43484737111813 0.0947273689259665 4.59051461101998 4.42154502630594e-06 0.000269182541823018 ENSG00000166130.15
317 HECW2 772.289963205441 -0.634370426496978 0.138457672011918 -4.58169213218009 4.61228573949291e-06 0.000279909000177807 ENSG00000138411.13
318 MLIP 38.0263431739164 2.04998391581465 0.447943163121346 4.57643755857329 4.72960789401611e-06 0.000285229456630351 ENSG00000146147.15
319 PDE12 2574.04517912859 0.390743873842015 0.0853746920158873 4.57681151891361 4.72116464061748e-06 0.000285229456630351 ENSG00000174840.9
320 HTRA1 882.942455758048 0.481972222038423 0.105362064773861 4.5744378972914 4.77500212983747e-06 0.0002861728690773 ENSG00000166033.13
321 PCDHB16 370.138734220926 0.636428803565862 0.139110023442902 4.57500320835678 4.76212688759511e-06 0.0002861728690773 ENSG00000272674.4
322 AMER3 421.961065250893 -0.71545451227358 0.156439007624366 -4.57337669893365 4.79926154873042e-06 0.000286733520728186 ENSG00000178171.12
323 CYSLTR2 70.9984224629012 -1.6679329506563 0.365412027697223 -4.56452668284455 5.00622527996215e-06 0.000298172637572482 ENSG00000152207.8
324 SYTL1 1051.91863962528 0.427595124217489 0.0937001077196223 4.56344325128181 5.03214163303561e-06 0.000298791175112158 ENSG00000142765.18
325 ABCB1 344.97519242965 -1.3137092367898 0.288031211928273 -4.56099610870279 5.09115246352405e-06 0.000301364895671618 ENSG00000085563.15
326 KIF21B 1057.41306008079 -0.630458622299038 0.138269092820604 -4.5596496616711 5.1239029424892e-06 0.000301422880961485 ENSG00000116852.15
327 PTPN13 14063.6667089156 -0.400982556461565 0.0879372600696568 -4.55987093689227 5.11850690846034e-06 0.000301422880961485 ENSG00000163629.13
328 HAND2 50.92264625511 2.04284544200671 0.448088113113719 4.5590261875308 5.13913634241433e-06 0.000301422880961485 ENSG00000164107.9
329 PAIP2B 2054.17927421576 -0.374750372390761 0.0824089186174047 -4.54744921639603 5.43000170439961e-06 0.000317514810909543 ENSG00000124374.9
330 PDZD2 185.526297953897 -0.842838649423867 0.185463909509237 -4.54448874529892 5.50687494271318e-06 0.000321034121660352 ENSG00000133401.16
331 BSN 347.464399092886 -0.614975244243447 0.135363096102033 -4.54315291207507 5.54190204242373e-06 0.00032210003471948 ENSG00000164061.5
332 CDX1 160.909769307793 -0.791434889700757 0.17427222028326 -4.54137147282778 5.58894543830222e-06 0.000323855820307404 ENSG00000113722.18
333 CAMK1D 221.917703492655 -0.857791640963257 0.189121978511901 -4.53565285067743 5.74255706032609e-06 0.000331757695875536 ENSG00000183049.14
334 CPLX2 281.916887428205 -1.34066387716486 0.295688515561263 -4.53404108245486 5.78657664623554e-06 0.000333299884791255 ENSG00000145920.15
335 TNFRSF12A 4635.52750072473 0.350636098492915 0.0774360126802257 4.52807532770156 5.95233640708596e-06 0.000341824023282148 ENSG00000006327.14
336 PTPRD 3517.73143647965 -0.450776269784821 0.0996315042022871 -4.52443505088095 6.05570453502503e-06 0.000346725130490511 ENSG00000153707.19
337 DDC 4074.45799082153 -0.29856788837276 0.0660235032644139 -4.5221455028983 6.12159543883969e-06 0.000349457724191092 ENSG00000132437.18
338 PLK2 7932.80844806347 0.277808758036014 0.0615413502929453 4.514180412253 6.35620919990452e-06 0.000361777374520009 ENSG00000145632.15
339 GRK5 638.506344596101 -0.507672331720669 0.11250079294177 -4.51261114206935 6.40343598121756e-06 0.000363390269636175 ENSG00000198873.12
340 SLC46A1 2555.11510498293 0.377155638952723 0.0836283360139027 4.509902467628 6.48574375177466e-06 0.000366978642048944 ENSG00000076351.13
341 SPHKAP 810.212410241892 -0.730676874209393 0.162139833840291 -4.50646122487776 6.59177243260256e-06 0.000371884217180082 ENSG00000153820.13
342 TM7SF3 7693.25292933502 0.302380803095877 0.0672225513886795 4.49820479659448 6.8529667794325e-06 0.000385489400300358 ENSG00000064115.11
343 IL1RL1 79.6517954666943 2.00576271841618 0.447501635039924 4.48213494960133 7.38999856671751e-06 0.000414452265003917 ENSG00000115602.17
344 CLDN7 16178.8513157836 0.369957744090486 0.0825516365090014 4.48153131464749 7.41093560460273e-06 0.000414452265003917 ENSG00000181885.18
345 PAX4 726.414230030598 -0.639664584162928 0.142790210563102 -4.47975096920421 7.47301763726961e-06 0.000416712792190703 ENSG00000106331.19
346 LMO4 11006.3650352033 0.545684378212277 0.121914745363236 4.47595060455116 7.60720725516392e-06 0.000422969517846368 ENSG00000143013.13
347 CLU 27656.3812865246 0.349693008912023 0.0782044025837993 4.47152586502163 7.7663464459633e-06 0.000430573409012801 ENSG00000120885.22
348 WNT16 467.059555004089 -1.02426381836568 0.229515799062224 -4.46271595485238 8.0927299672676e-06 0.000447186179468326 ENSG00000002745.13
349 DUSP5 39393.0599196786 0.588322449442071 0.131846013412604 4.46219369258405 8.11248449082263e-06 0.000447186179468326 ENSG00000138166.6
350 CYP1B1 436.325589977956 -0.54886586303326 0.12304894901507 -4.46054897198708 8.17499750573591e-06 0.000449344577186707 ENSG00000138061.12
351 RASL12 119.779294746083 -0.828343934223633 0.185871972397106 -4.45652953234884 8.32971305756796e-06 0.000456544215958668 ENSG00000103710.11
352 RFTN1 643.209562914368 0.690940075792751 0.155172762669484 4.45271492178331 8.47912984275262e-06 0.000463413352030895 ENSG00000131378.14
353 IGFBPL1 1952.54904135948 -0.690838698737879 0.155257315866343 -4.44963700990815 8.60155431617549e-06 0.000468772526726867 ENSG00000137142.5
354 ENSG00000290960 284.033698276327 -0.782741654357666 0.176009197031521 -4.44716337304514 8.7011661873066e-06 0.000472861681105662 ENSG00000290960.1
355 PRLHR 183.853760347218 -0.865217048021498 0.194587870953337 -4.44640790704259 8.73180746025473e-06 0.000473190174423607 ENSG00000119973.6
356 SV2B 489.24815096408 -0.774410940363725 0.174191531540677 -4.44574390909978 8.758823961383e-06 0.000473320942047995 ENSG00000185518.12
357 GIP 362.329529565504 -0.920167386768891 0.207057215777539 -4.44402472675724 8.82914506946097e-06 0.000474455566609749 ENSG00000159224.4
358 IHH 4228.56264450181 0.496342838314626 0.111674078360606 4.44456623776101 8.80693720734015e-06 0.000474455566609749 ENSG00000163501.7
359 S100A10 43961.4186852144 0.298198487208823 0.067145014612754 4.44111136066655 8.94954627732212e-06 0.000479585992432097 ENSG00000197747.9
360 TMEM196 388.230399372949 -1.04733700322854 0.236202744230017 -4.43405942061633 9.24751205810096e-06 0.000492807858653037 ENSG00000173452.15
361 LINC01612 175.756642712022 -0.715721841171725 0.161410535651741 -4.43417053466673 9.24274450463401e-06 0.000492807858653037 ENSG00000250266.3
362 GSG1 285.065470564476 0.651719014511532 0.147032953680947 4.43246903633403 9.31600844415176e-06 0.000495086658697767 ENSG00000111305.19
363 CYRIA 579.848064365491 0.831570058527264 0.187827378543567 4.42731014496047 9.54154915337785e-06 0.00050567581986965 ENSG00000197872.11
364 TNFRSF10A 1108.69213770752 0.483684409337915 0.109334894049836 4.42387961813403 9.69440528063824e-06 0.000512365298870655 ENSG00000104689.10
365 F3 4783.74078753065 -0.35730153677337 0.080846328465027 -4.41951469605616 9.89227946484691e-06 0.000521390883136232 ENSG00000117525.14
366 RASGRP1 333.697724054569 -0.80411261250355 0.182018692867228 -4.41774742932641 9.97348679488107e-06 0.000524234805901426 ENSG00000172575.14
367 ERO1B 6023.63719975602 -0.788080823939763 0.178426400736002 -4.41683977645103 1.00154412733457e-05 0.000525005610944479 ENSG00000086619.15
368 SLC19A3 21558.6315636015 0.682678494889273 0.154593260928456 4.41596542300255 1.00560159137775e-05 0.00052570009279688 ENSG00000135917.16
369 NEU1 7497.38313824712 0.33397690669326 0.0756539198104696 4.41453539393529 1.01227154144859e-05 0.000527752843208346 ENSG00000204386.12
370 CFAP46 235.642807446171 0.69564865228504 0.157772397746062 4.40919110201204 1.03757437753694e-05 0.000539482591217719 ENSG00000171811.14
371 RNF182 208.23866975032 -0.855157264694861 0.194215488107515 -4.40313629478128 1.06697087437408e-05 0.000553271851245514 ENSG00000180537.13
372 BEX1 13256.7012717027 0.621964318381171 0.141277142859341 4.40244122858865 1.07039590990494e-05 0.000553555820289014 ENSG00000133169.6
373 BMERB1 1270.39178321201 0.383329665130244 0.0871510910789389 4.39844940992231 1.09027033500113e-05 0.000562322270904874 ENSG00000166780.11
374 UNC5C 9054.32666934616 -0.706750569496179 0.160888622934891 -4.39279395027322 1.11903175597595e-05 0.000575613179718326 ENSG00000182168.16
375 ADAMTSL1 116.942961553036 -0.875836043341322 0.199509287095861 -4.38995124532973 1.1337607755159e-05 0.000581634394649999 ENSG00000178031.18
376 COLEC12 1256.98838171068 -0.890386335672691 0.20292085664991 -4.3878502701614 1.14476538405664e-05 0.000585717990917066 ENSG00000158270.12
377 OSBPL6 627.418542297577 -0.693944463867919 0.158592835646472 -4.37563563977651 1.21079121421425e-05 0.000614532861291084 ENSG00000079156.17
378 NTRK2 5312.87513745029 0.82586550147963 0.18876565850296 4.37508341310227 1.21386052235478e-05 0.000614532861291084 ENSG00000148053.18
379 LMX1A 470.203890273806 -0.463426098701108 0.105913103987465 -4.37553127284379 1.21137072351824e-05 0.000614532861291084 ENSG00000162761.14
380 SPRY4 1269.86838338605 0.402925398702774 0.0920931838566196 4.37519240653132 1.21325414296085e-05 0.000614532861291084 ENSG00000187678.10
